"Status";"Gas Day Start";"Gas in storage (TWh)";"Full (%)";"Trend (%)";"Consumption (TWh)";"Stock/Cons (%)";"Injection (GWh/d)";"Withdrawal (GWh/d)";"Working gas volume (TWh)";"Injection capacity (GWh/d)";"Withdrawal capacity (GWh/d)"
"E";"2021-02-09";"95.3361";"39.24";"-1.19";"905";"10.53";"36.34";"2918.3";"242.9831";"3861.77";"6574.44"
"E";"2021-02-08";"98.2341";"40.43";"-1";"905";"10.85";"43.85";"2476.7";"242.9831";"3861.77";"6574.44"
"E";"2021-02-07";"100.6713";"41.43";"-0.59";"905";"11.12";"84.1";"1522.7";"242.9831";"3861.77";"6574.44"
"E";"2021-02-06";"102.0949";"42.02";"-0.36";"905";"11.28";"94.6";"980.9";"242.9831";"3861.77";"6574.44"
"E";"2021-02-05";"103.022";"42.4";"-0.43";"905";"11.38";"108.98";"1153.4";"242.9831";"3861.77";"6574.44"
"E";"2021-02-04";"104.081";"42.83";"-0.46";"905";"11.5";"77.88";"1189";"242.9831";"3861.77";"6574.44"
"E";"2021-02-03";"105.2098";"43.3";"-0.33";"905";"11.63";"108.03";"904.3";"242.9831";"3861.77";"6574.44"
"E";"2021-02-02";"106.0496";"43.64";"-0.6";"905";"11.72";"36.35";"1487";"242.9831";"3861.77";"6574.44"
"E";"2021-02-01";"107.5278";"44.25";"-0.83";"905";"11.88";"205.19";"2210.1";"242.9831";"3861.77";"6574.44"
"E";"2021-01-31";"109.519";"45.07";"-0.79";"905";"12.1";"42.37";"1959.8";"242.9831";"3861.77";"6574.44"
"E";"2021-01-30";"111.4488";"45.87";"-0.66";"905";"12.31";"50.18";"1656.3";"242.9831";"3861.77";"6574.44"
"E";"2021-01-29";"113.0638";"46.53";"-0.58";"905";"12.49";"114.08";"1524.8";"242.9831";"3861.77";"6574.44"
"E";"2021-01-28";"114.5126";"47.13";"-0.75";"905";"12.65";"98.7";"1913.3";"242.9831";"3861.77";"6574.44"
"E";"2021-01-27";"116.2258";"47.83";"-0.97";"905";"12.84";"19.26";"2388.2";"242.9831";"3861.77";"6574.44"
"E";"2021-01-26";"118.6091";"48.79";"-1.03";"905";"13.11";"49.4";"2548.9";"243.0911";"3861.19";"6571.56"
"E";"2021-01-25";"121.0968";"49.82";"-1.16";"905";"13.38";"20.18";"2828";"243.0911";"3861.19";"6571.56"
"E";"2021-01-24";"123.7563";"50.91";"-0.75";"905";"13.67";"90.28";"1904.2";"243.0911";"3861.19";"6569.56"
"E";"2021-01-23";"125.3978";"51.58";"-0.68";"905";"13.86";"66.97";"1708.7";"243.0911";"3861.19";"6569.56"
"E";"2021-01-22";"127.0672";"52.27";"-0.71";"905";"14.04";"72.63";"1804.2";"243.0911";"3861.19";"6569.56"
"E";"2021-01-21";"128.6018";"52.9";"-0.47";"905";"14.21";"304.12";"1438.6";"243.0911";"3861.19";"6569.56"
"E";"2021-01-20";"129.7516";"53.38";"-0.69";"905";"14.34";"72.89";"1749.7";"243.0911";"3861.19";"6569.56"
"E";"2021-01-19";"131.4648";"54.08";"-0.94";"905";"14.53";"44.67";"2325";"243.0911";"3861.19";"6569.56"
"E";"2021-01-18";"133.7748";"55.03";"-1.2";"905";"14.78";"13.42";"2919.9";"243.0911";"3861.19";"6569.56"
"E";"2021-01-17";"136.6733";"56.22";"-1.01";"905";"15.1";"47.59";"2507.5";"243.0911";"3861.19";"6569.56"
"E";"2021-01-16";"139.1924";"57.26";"-1.18";"905";"15.38";"20.9";"2885.6";"243.0911";"3861.19";"6569.56"
"E";"2021-01-15";"142.0435";"58.43";"-1.41";"905";"15.7";"29.93";"3454.2";"243.0911";"3861.19";"6569.56"
"E";"2021-01-14";"145.5141";"59.86";"-1.29";"905";"16.08";"12.64";"3138.4";"243.0911";"3814.39";"6569.56"
"E";"2021-01-13";"148.6294";"61.14";"-1.18";"905";"16.42";"37.11";"2911.2";"243.0911";"3814.39";"6569.56"
"E";"2021-01-12";"151.5207";"62.33";"-1.19";"905";"16.74";"13.02";"2904.2";"243.0911";"3814.39";"6569.56"
"E";"2021-01-11";"154.4501";"63.54";"-1.21";"905";"17.07";"31.52";"2968.3";"243.0911";"3814.39";"6569.56"
"E";"2021-01-10";"157.3705";"64.74";"-1.04";"905";"17.39";"55.43";"2589.2";"243.0911";"3814.39";"6569.56"
"E";"2021-01-09";"159.9313";"65.79";"-1.1";"905";"17.67";"23.69";"2692.1";"243.0911";"3814.39";"6569.56"
"E";"2021-01-08";"162.5885";"66.88";"-1.19";"905";"17.97";"19.85";"2909.9";"243.0911";"3814.39";"6569.56"
"E";"2021-01-07";"165.4967";"68.08";"-1.15";"905";"18.29";"13.96";"2820";"243.0911";"3814.39";"6569.56"
"E";"2021-01-06";"168.3559";"69.26";"-0.99";"905";"18.6";"37.17";"2436.9";"243.0911";"3814.39";"6569.56"
"E";"2021-01-05";"170.7296";"70.23";"-1.01";"905";"18.87";"21.67";"2469";"243.0911";"3814.39";"6569.56"
"E";"2021-01-04";"173.2224";"71.26";"-0.92";"905";"19.14";"11.85";"2238.8";"243.0911";"3814.39";"6569.56"
"E";"2021-01-03";"175.4591";"72.18";"-0.6";"905";"19.39";"21.15";"1479.9";"243.0911";"3814.39";"6569.56"
"E";"2021-01-02";"176.9397";"72.79";"-0.53";"905";"19.55";"51.59";"1346.5";"243.0911";"3814.39";"6569.56"
"E";"2021-01-01";"178.2271";"73.32";"-0.45";"905";"19.69";"87.99";"1190.4";"243.0911";"3814.39";"6569.56"
"E";"2020-12-31";"179.3449";"73.78";"-0.52";"871";"20.59";"130.88";"1389.8";"243.0911";"3814.39";"6569.56"
"E";"2020-12-30";"180.5986";"74.29";"-0.61";"871";"20.73";"36.09";"1515.9";"243.0911";"3814.39";"6569.56"
"E";"2020-12-29";"182.0859";"74.9";"-0.56";"871";"20.91";"39.53";"1411.2";"243.0911";"3814.39";"6569.56"
"E";"2020-12-28";"183.4341";"75.46";"-0.51";"871";"21.06";"28.1";"1259.9";"243.0911";"3814.39";"6569.56"
"E";"2020-12-27";"184.6659";"75.97";"-0.36";"871";"21.2";"38.72";"906";"243.0911";"3814.39";"6569.56"
"E";"2020-12-26";"185.5331";"76.32";"-0.32";"871";"21.3";"42.58";"809";"243.0911";"3814.39";"6569.56"
"E";"2020-12-25";"186.2995";"76.64";"-0.25";"871";"21.39";"42.96";"653.7";"243.0911";"3814.39";"6569.56"
"E";"2020-12-24";"186.9103";"76.89";"-0.17";"871";"21.46";"64.68";"475";"243.0911";"3814.39";"6569.56"
"E";"2020-12-23";"187.3208";"77.06";"-0.18";"871";"21.51";"94.37";"532.2";"243.0911";"3814.39";"6569.56"
"E";"2020-12-22";"187.7593";"77.24";"-0.15";"871";"21.56";"92.72";"466.8";"243.0911";"3814.39";"6569.56"
"E";"2020-12-21";"188.1334";"77.39";"-0.37";"871";"21.6";"26.5";"915.8";"243.0911";"3814.39";"6569.56"
"E";"2020-12-20";"189.0227";"77.76";"-0.21";"871";"21.7";"42.47";"553.8";"243.0911";"3814.39";"6569.56"
"E";"2020-12-19";"189.5341";"77.97";"-0.18";"871";"21.76";"50.8";"476.5";"243.0911";"3814.39";"6569.56"
"E";"2020-12-18";"189.9598";"78.14";"-0.33";"871";"21.81";"24.72";"818.9";"243.0911";"3814.39";"6569.56"
"E";"2020-12-17";"190.7533";"78.47";"-0.32";"871";"21.9";"28.39";"802.6";"243.0911";"3814.39";"6569.56"
"E";"2020-12-16";"191.5274";"78.79";"-0.36";"871";"21.99";"23.32";"907.1";"243.0911";"3814.39";"6569.56"
"E";"2020-12-15";"192.4105";"79.15";"-0.43";"871";"22.09";"56.47";"1090.2";"243.0911";"3814.39";"6569.56"
"E";"2020-12-14";"193.8542";"79.37";"-0.44";"871";"22.26";"31.61";"1099";"244.2374";"3814.39";"6569.56"
"E";"2020-12-13";"194.923";"79.81";"-0.35";"871";"22.38";"97.89";"944.6";"244.2374";"3814.39";"6569.56"
"E";"2020-12-12";"195.7697";"80.16";"-0.45";"871";"22.48";"43.84";"1155.1";"244.2374";"3814.39";"6569.56"
"E";"2020-12-11";"196.8809";"80.61";"-0.69";"871";"22.6";"28.65";"1707.9";"244.2374";"3814.39";"6569.56"
"E";"2020-12-10";"198.5602";"81.3";"-0.84";"871";"22.8";"9.56";"2073.1";"244.2374";"3814.39";"6569.56"
"E";"2020-12-09";"200.6331";"82.15";"-0.8";"871";"23.03";"25.02";"1971";"244.2374";"3814.39";"6569.56"
"E";"2020-12-08";"202.5986";"82.95";"-0.58";"871";"23.26";"29.11";"1441.8";"244.2374";"3814.39";"6569.56"
"E";"2020-12-07";"203.9923";"83.52";"-0.71";"871";"23.42";"20.68";"1751.5";"244.2374";"3814.39";"6569.56"
"E";"2020-12-06";"205.7252";"84.23";"-0.49";"871";"23.62";"23.22";"1210.2";"244.2374";"3814.39";"6569.56"
"E";"2020-12-05";"206.9122";"84.72";"-0.56";"871";"23.76";"11.02";"1379.8";"244.2374";"3814.39";"6569.56"
"E";"2020-12-04";"208.3012";"85.29";"-0.64";"871";"23.92";"23.23";"1591.4";"244.2374";"3814.39";"6569.56"
"E";"2020-12-03";"209.8683";"85.93";"-0.74";"871";"24.1";"19.93";"1826.1";"244.2374";"3814.39";"6569.56"
"E";"2020-12-02";"211.732";"86.69";"-0.93";"871";"24.31";"21.17";"2284.9";"244.2374";"3814.39";"6569.56"
"E";"2020-12-01";"213.9433";"87.6";"-0.8";"871";"24.56";"25.85";"1986.9";"244.2374";"3814.39";"6569.56"
"E";"2020-11-30";"215.9574";"88.42";"-0.72";"871";"24.79";"16.23";"1785.7";"244.2374";"3814.39";"6569.56"
"E";"2020-11-29";"217.7302";"89.15";"-0.58";"871";"25";"27.53";"1441.7";"244.2374";"3814.39";"6569.56"
"E";"2020-11-28";"219.1438";"89.73";"-0.47";"871";"25.16";"11.66";"1163.9";"244.2374";"3814.39";"6569.56"
"E";"2020-11-27";"220.2968";"90.2";"-0.59";"871";"25.29";"10.98";"1444.3";"244.2374";"3814.39";"6569.56"
"E";"2020-11-26";"221.7292";"90.78";"-0.63";"871";"25.46";"6.41";"1550.5";"244.2374";"3814.39";"6569.56"
"E";"2020-11-25";"223.2735";"91.42";"-0.53";"871";"25.63";"5.61";"1307.9";"244.2374";"3814.39";"6569.56"
"E";"2020-11-24";"224.5756";"91.95";"-0.34";"871";"25.78";"12.1";"846.6";"244.2374";"3814.39";"6569.56"
"E";"2020-11-23";"225.4161";"92.29";"-0.27";"871";"25.88";"13.17";"669.9";"244.2374";"3814.39";"6569.56"
"E";"2020-11-22";"226.0728";"92.56";"-0.14";"871";"25.96";"15.86";"353.3";"244.2374";"3814.39";"6569.56"
"E";"2020-11-21";"226.4102";"92.7";"-0.13";"871";"25.99";"19.4";"347.2";"244.2374";"3814.39";"6569.56"
"E";"2020-11-20";"226.7416";"92.84";"-0.29";"871";"26.03";"5.12";"704.8";"244.2374";"3814.39";"6569.56"
"E";"2020-11-19";"227.4375";"93.12";"-0.05";"871";"26.11";"86.01";"199.9";"244.2374";"3814.39";"6569.56"
"E";"2020-11-18";"227.5296";"93.16";"-0.02";"871";"26.12";"146.27";"198.4";"244.2374";"3814.39";"6569.56"
"E";"2020-11-17";"227.5953";"93.19";"-0.1";"871";"26.13";"76.53";"329.1";"244.2374";"3814.39";"6569.56"
"E";"2020-11-16";"227.8482";"93.29";"-0.05";"871";"26.16";"141.26";"261.1";"244.2374";"3814.39";"6569.56"
"E";"2020-11-15";"227.962";"93.34";"0.07";"871";"26.17";"284.61";"103.8";"244.2374";"3814.39";"6569.56"
"E";"2020-11-14";"227.7814";"93.26";"0.04";"871";"26.15";"238.87";"133.9";"244.2374";"3814.39";"6569.56"
"E";"2020-11-13";"227.6822";"93.22";"-0.1";"871";"26.14";"36.99";"293.4";"244.2374";"3814.39";"6569.56"
"E";"2020-11-12";"227.9369";"93.33";"-0.11";"871";"26.17";"58.78";"319.5";"244.2374";"3814.39";"6569.56"
"E";"2020-11-11";"228.1969";"93.43";"-0.18";"871";"26.2";"37.94";"467.2";"244.2374";"3814.39";"6569.56"
"E";"2020-11-10";"228.6223";"93.61";"-0.3";"871";"26.25";"8.51";"734.8";"244.2374";"3814.39";"6569.56"
"E";"2020-11-09";"229.5051";"93.97";"-0.15";"871";"26.35";"56.55";"425.6";"244.2425";"3814.44";"6569.64"
"E";"2020-11-08";"229.7507";"94.07";"0";"871";"26.38";"110.74";"121.3";"244.2425";"3814.44";"6569.64"
"E";"2020-11-07";"229.7613";"94.07";"-0.02";"871";"26.38";"68.48";"106.4";"244.2425";"3814.44";"6569.64"
"E";"2020-11-06";"229.7967";"94.09";"-0.11";"871";"26.38";"103.17";"363.8";"244.2425";"3814.44";"6569.64"
"E";"2020-11-05";"230.0641";"94.19";"-0.22";"871";"26.41";"30.15";"565.5";"244.2425";"3814.44";"6569.64"
"E";"2020-11-04";"230.6003";"94.41";"-0.18";"871";"26.48";"8.66";"442.3";"244.2425";"3814.44";"6569.64"
"E";"2020-11-03";"231.035";"94.59";"0.03";"871";"26.53";"120.95";"55.4";"244.2425";"3814.44";"6569.64"
"E";"2020-11-02";"230.9713";"94.57";"0.19";"871";"26.52";"499.02";"38.8";"244.2425";"3814.44";"6569.64"
"E";"2020-11-01";"230.5112";"94.4";"0.17";"871";"26.47";"477.71";"50.6";"244.1925";"3814.44";"6569.64"
"E";"2020-10-31";"230.0841";"94.22";"0.15";"871";"26.42";"380.97";"20.4";"244.1925";"3814.44";"6569.64"
"E";"2020-10-30";"229.7348";"94.08";"-0.01";"871";"26.38";"90.11";"111.2";"244.1925";"3814.44";"6569.64"
"E";"2020-10-29";"229.7651";"94.09";"-0.11";"871";"26.38";"24.75";"293.6";"244.1925";"3814.44";"6569.64"
"E";"2020-10-28";"230.0295";"94.2";"-0.15";"871";"26.41";"11.65";"369.4";"244.1925";"3814.44";"6569.64"
"E";"2020-10-27";"230.3872";"94.35";"-0.24";"871";"26.45";"7.82";"584.7";"244.1925";"3814.44";"6569.64"
"E";"2020-10-26";"230.962";"94.58";"-0.12";"871";"26.52";"35.17";"326.4";"244.1925";"3814.44";"6569.64"
"E";"2020-10-25";"231.2378";"94.69";"0.1";"871";"26.55";"261.65";"9.3";"244.1925";"3814.44";"6569.64"
"E";"2020-10-24";"230.978";"94.59";"0.08";"871";"26.52";"264.33";"62";"244.1925";"3935.75";"6772.93"
"E";"2020-10-23";"230.7903";"94.51";"-0.04";"871";"26.5";"27.14";"126";"244.1925";"3814.44";"6569.64"
"E";"2020-10-22";"230.8891";"94.55";"0";"871";"26.51";"41.92";"30.3";"244.1925";"3814.44";"6569.64"
"E";"2020-10-21";"230.8774";"94.55";"-0.03";"871";"26.51";"22.44";"85.6";"244.1925";"3814.44";"6569.64"
"E";"2020-10-20";"230.9406";"94.57";"-0.08";"871";"26.51";"16.47";"223.6";"244.1925";"3814.44";"6569.64"
"E";"2020-10-19";"231.1477";"94.66";"-0.11";"871";"26.54";"10.27";"274.7";"244.1925";"3814.44";"6569.64"
"E";"2020-10-18";"231.3983";"94.73";"-0.01";"871";"26.57";"47.69";"81.9";"244.2755";"3815.74";"6571.54"
"E";"2020-10-17";"231.4466";"94.75";"-0.1";"871";"26.57";"1.72";"234.3";"244.2755";"3815.74";"6571.54"
"E";"2020-10-16";"231.6792";"94.84";"-0.09";"871";"26.6";"4.67";"232.7";"244.2755";"3815.74";"6571.54"
"E";"2020-10-15";"231.9073";"94.94";"-0.12";"871";"26.63";"19.08";"309.3";"244.2755";"3815.74";"6571.54"
"E";"2020-10-14";"232.1975";"95.06";"-0.07";"871";"26.66";"24.87";"187.7";"244.2755";"3815.74";"6571.54"
"E";"2020-10-13";"232.3604";"95.12";"-0.07";"871";"26.68";"39.63";"218";"244.2755";"3815.74";"6571.54"
"E";"2020-10-12";"232.5368";"95.19";"-0.06";"871";"26.7";"92.18";"227.2";"244.2755";"3815.74";"6571.54"
"E";"2020-10-11";"232.6703";"95.24";"0.08";"871";"26.71";"202.82";"2.6";"244.3064";"3816.23";"6572.25"
"E";"2020-10-10";"232.4731";"95.16";"0.09";"871";"26.69";"224.58";"3";"244.3064";"3816.23";"6572.25"
"E";"2020-10-09";"232.2515";"95.07";"0.01";"871";"26.66";"53.32";"35";"244.3064";"3816.23";"6572.25"
"E";"2020-10-08";"232.2332";"95.06";"0.02";"871";"26.66";"82.73";"30.5";"244.3064";"3816.23";"6572.25"
"E";"2020-10-07";"232.1809";"95.04";"0.02";"871";"26.66";"81.32";"31.1";"244.3064";"3816.23";"6572.25"
"E";"2020-10-06";"232.1307";"95.02";"0.01";"871";"26.65";"47.45";"31";"244.3064";"3816.23";"6572.25"
"E";"2020-10-05";"232.1165";"95.03";"-0.01";"871";"26.65";"54.52";"70.6";"244.2667";"3816.23";"6572.25"
"E";"2020-10-04";"232.1349";"95.02";"0.15";"871";"26.65";"376.56";"12.6";"244.2938";"3816.65";"6572.87"
"E";"2020-10-03";"231.7645";"94.87";"0.19";"871";"26.61";"488.07";"19.7";"244.2938";"3816.65";"6572.87"
"E";"2020-10-02";"231.3476";"94.7";"0.05";"871";"26.56";"188.11";"55.4";"244.2938";"3816.65";"6572.87"
"E";"2020-10-01";"231.2101";"94.64";"0";"871";"26.55";"128.31";"131.9";"244.2938";"3816.65";"6572.87"
"E";"2020-09-30";"231.1915";"94.66";"-0.14";"871";"26.54";"122.46";"466";"244.2438";"3816.65";"6572.87"
"E";"2020-09-29";"231.5357";"94.8";"-0.11";"871";"26.58";"67.99";"347.9";"244.2438";"3816.65";"6572.87"
"E";"2020-09-28";"231.8139";"94.91";"-0.14";"871";"26.61";"49.8";"399.7";"244.242";"3816.65";"6572.87"
"E";"2020-09-27";"232.1651";"95.07";"-0.05";"871";"26.66";"188.35";"306.2";"244.1938";"3815.89";"6571.76"
"E";"2020-09-26";"232.2834";"95.12";"-0.04";"871";"26.67";"183.56";"279.4";"244.1888";"3815.89";"6571.76"
"E";"2020-09-25";"232.3813";"95.16";"0.05";"871";"26.68";"175.95";"51.5";"244.1888";"3815.89";"6571.76"
"E";"2020-09-24";"232.2571";"95.11";"0.1";"871";"26.67";"294.72";"40";"244.1888";"3815.89";"6571.76"
"E";"2020-09-23";"232.0046";"95.01";"0.02";"871";"26.64";"141.57";"102.8";"244.1888";"3815.89";"6571.76"
"E";"2020-09-22";"231.9658";"94.99";"0.05";"871";"26.63";"177.13";"62.7";"244.1888";"3815.89";"6571.76"
"E";"2020-09-21";"231.8533";"94.95";"0.02";"871";"26.62";"150.17";"90.7";"244.1888";"3815.89";"6571.76"
"E";"2020-09-20";"231.7938";"94.92";"0.16";"871";"26.61";"402.91";"9.3";"244.1965";"3816.01";"6571.94"
"E";"2020-09-19";"231.4002";"94.76";"0.19";"871";"26.57";"459.65";"0";"244.1965";"3816.01";"6571.94"
"E";"2020-09-18";"230.9406";"94.57";"0.09";"871";"26.51";"250.45";"23.4";"244.1965";"3816.01";"6571.94"
"E";"2020-09-17";"230.7136";"94.48";"0.06";"871";"26.49";"144.99";"9.3";"244.1965";"3816.01";"6571.94"
"E";"2020-09-16";"230.5779";"94.42";"0.03";"871";"26.47";"114.48";"50.4";"244.1965";"3816.01";"6571.94"
"E";"2020-09-15";"230.5144";"94.4";"0.06";"871";"26.47";"165.15";"15.9";"244.1965";"3816.01";"6571.94"
"E";"2020-09-14";"230.309";"94.31";"0.07";"871";"26.44";"203.34";"31.6";"244.1965";"3816.01";"6571.94"
"E";"2020-09-13";"230.1385";"94.27";"0.19";"871";"26.42";"458.38";"0.6";"244.1347";"3815.05";"6570.52"
"E";"2020-09-12";"229.6815";"94.08";"0.17";"871";"26.37";"422.09";"6.2";"244.1347";"3815.05";"6570.52"
"E";"2020-09-11";"229.2664";"93.91";"0.05";"871";"26.32";"145.69";"26.6";"244.1347";"3815.05";"6570.52"
"E";"2020-09-10";"229.1486";"93.86";"0";"871";"26.31";"176.82";"176.6";"244.1347";"3815.05";"6570.52"
"E";"2020-09-09";"229.1499";"93.88";"0.08";"871";"26.31";"238.26";"42.3";"244.0847";"3815.05";"6570.52"
"E";"2020-09-08";"228.9539";"93.8";"0.05";"871";"26.29";"228.38";"103.7";"244.0847";"3815.05";"6570.52"
"E";"2020-09-07";"228.8414";"93.75";"0.05";"871";"26.27";"262.45";"130.5";"244.0847";"3815.05";"6570.52"
"E";"2020-09-06";"228.7128";"93.71";"0.16";"871";"26.26";"393.11";"4.8";"244.0733";"3815.65";"6571.41"
"E";"2020-09-05";"228.3248";"93.55";"0.19";"871";"26.21";"483.17";"9.6";"244.0733";"3815.65";"6571.41"
"E";"2020-09-04";"227.8529";"93.35";"0.07";"871";"26.16";"239.76";"57.1";"244.0733";"3815.65";"6571.41"
"E";"2020-09-03";"227.6718";"93.28";"0.07";"871";"26.14";"258.09";"76.8";"244.0733";"3815.65";"6571.41"
"E";"2020-09-02";"227.4909";"93.21";"0.05";"871";"26.12";"260.51";"136";"244.0733";"3815.65";"6571.41"
"E";"2020-09-01";"227.3597";"93.15";"0";"871";"26.1";"75.02";"82.5";"244.0733";"3815.65";"6571.41"
"E";"2020-08-31";"227.3665";"93.15";"-0.02";"871";"26.1";"128.89";"181.3";"244.0733";"3815.65";"6571.41"
"E";"2020-08-30";"227.4196";"93.17";"0.07";"871";"26.11";"234.58";"70.5";"244.1003";"3816.07";"6572.03"
"E";"2020-08-29";"227.2555";"93.1";"0.05";"871";"26.09";"278.06";"148.7";"244.1003";"3816.07";"6572.03"
"E";"2020-08-28";"227.1262";"93.07";"0.06";"871";"26.08";"177.8";"21.4";"244.0503";"3816.07";"6572.03"
"E";"2020-08-27";"226.97";"93.14";"0.05";"871";"26.06";"168.82";"36.6";"243.6747";"3816.07";"6572.03"
"E";"2020-08-26";"226.8383";"93.09";"0.14";"871";"26.04";"378.29";"26.5";"243.6747";"3816.07";"6572.03"
"E";"2020-08-25";"226.4866";"92.95";"0.09";"871";"26";"220.18";"1.5";"243.6747";"3816.07";"6572.03"
"E";"2020-08-24";"226.2688";"92.86";"0.04";"871";"25.98";"140.39";"39.7";"243.6747";"3816.07";"6572.03"
"E";"2020-08-23";"226.1688";"92.85";"0.23";"871";"25.97";"565.5";"0.1";"243.5918";"3815.59";"6571.32"
"E";"2020-08-22";"225.6034";"92.62";"0.28";"871";"25.9";"671.5";"0.1";"243.5918";"3815.59";"6571.32"
"E";"2020-08-21";"224.9319";"92.34";"0.18";"871";"25.82";"450.28";"0.7";"243.5918";"3815.59";"6571.32"
"E";"2020-08-20";"224.4824";"92.16";"0.11";"871";"25.77";"279.68";"12.4";"243.5918";"3815.59";"6571.32"
"E";"2020-08-19";"224.2152";"92.05";"0.09";"871";"25.74";"238.73";"19.9";"243.5918";"3815.59";"6571.32"
"E";"2020-08-18";"223.997";"91.96";"0.11";"871";"25.72";"298.87";"24.3";"243.5918";"3815.59";"6571.32"
"E";"2020-08-17";"223.722";"91.84";"0.15";"871";"25.69";"375.12";"1.1";"243.5918";"3815.59";"6571.32"
"E";"2020-08-16";"223.3483";"91.67";"0.21";"871";"25.64";"522.97";"0";"243.6492";"3817.89";"6574.68"
"E";"2020-08-15";"222.8261";"91.45";"0.2";"871";"25.58";"513.2";"26.6";"243.6458";"3817.89";"6574.68"
"E";"2020-08-14";"222.3401";"91.26";"0.15";"871";"25.53";"412.47";"46.1";"243.6458";"3817.89";"6574.68"
"E";"2020-08-13";"221.974";"91.11";"0.17";"871";"25.48";"445.32";"36.1";"243.6458";"3817.89";"6574.68"
"E";"2020-08-12";"221.5604";"90.94";"0.11";"871";"25.44";"287.27";"18.6";"243.6458";"3817.89";"6574.68"
"E";"2020-08-11";"221.2946";"90.83";"0.1";"871";"25.41";"263.51";"19.3";"243.6458";"3817.89";"6574.68"
"E";"2020-08-10";"221.0511";"90.73";"0.16";"871";"25.38";"398.52";"17.9";"243.6458";"3817.89";"6574.68"
"E";"2020-08-09";"220.6516";"90.6";"0.24";"871";"25.33";"596.84";"19.4";"243.5512";"3816.41";"6572.51"
"E";"2020-08-08";"220.0742";"90.36";"0.25";"871";"25.27";"647.88";"38.9";"243.5512";"3816.41";"6572.51"
"E";"2020-08-07";"219.4655";"90.11";"0.16";"871";"25.2";"430.08";"32.8";"243.5512";"3816.41";"6572.51"
"E";"2020-08-06";"219.0667";"89.95";"0.1";"871";"25.15";"282.1";"35.2";"243.5464";"3816.41";"6572.51"
"E";"2020-08-05";"218.8158";"89.85";"0.17";"871";"25.12";"423.06";"16.4";"243.5464";"3816.41";"6572.51"
"E";"2020-08-04";"218.4131";"89.68";"0.09";"871";"25.08";"243.27";"32";"243.5464";"3816.41";"6572.51"
"E";"2020-08-03";"218.1998";"89.59";"0.11";"871";"25.05";"336.58";"70.8";"243.5464";"3816.41";"6572.51"
"E";"2020-08-02";"217.934";"89.47";"0.22";"871";"25.02";"585.42";"40.4";"243.5888";"3817.07";"6573.49"
"E";"2020-08-01";"217.389";"89.24";"0.22";"871";"24.96";"541.28";"14.5";"243.5888";"3817.07";"6573.49"
"E";"2020-07-31";"216.8623";"89.03";"0.08";"871";"24.9";"196.54";"11.8";"243.5888";"3817.07";"6573.49"
"E";"2020-07-30";"216.6813";"88.95";"0.01";"871";"24.88";"92.06";"62.3";"243.5888";"3817.07";"6573.49"
"E";"2020-07-29";"216.6516";"88.94";"0.1";"871";"24.87";"250.73";"4.3";"243.5888";"3817.07";"6573.49"
"E";"2020-07-28";"216.3998";"88.84";"0.07";"871";"24.84";"204.87";"29";"243.5888";"3817.07";"6573.49"
"E";"2020-07-27";"216.2337";"88.77";"0.06";"871";"24.83";"204.63";"49.4";"243.5888";"3817.07";"6573.49"
"E";"2020-07-26";"216.0473";"88.71";"0.21";"871";"24.8";"522.53";"0.1";"243.5444";"3816.38";"6572.47"
"E";"2020-07-25";"215.5361";"88.5";"-0.12";"871";"24.75";"231.02";"529.3";"243.5444";"3816.38";"6572.47"
"E";"2020-07-24";"215.8392";"88.62";"-0.17";"871";"24.78";"125.2";"547.6";"243.5444";"3816.38";"6572.47"
"E";"2020-07-23";"216.2616";"88.8";"-0.22";"871";"24.83";"92.77";"640.5";"243.5444";"3816.38";"6572.47"
"E";"2020-07-22";"216.7776";"89.01";"-0.19";"871";"24.89";"126.45";"599.9";"243.5444";"3816.38";"6572.47"
"E";"2020-07-21";"217.2676";"89.33";"-0.23";"871";"24.94";"99.7";"660.1";"243.2155";"3816.38";"6572.47"
"E";"2020-07-20";"217.8431";"89.57";"-0.14";"871";"25.01";"195.61";"536.5";"243.2155";"3816.38";"6572.47"
"E";"2020-07-19";"218.1644";"89.71";"-0.06";"871";"25.05";"366.43";"508.4";"243.1774";"3815.77";"6571.58"
"E";"2020-07-18";"218.3064";"89.77";"-0.08";"871";"25.06";"335.43";"519.5";"243.1774";"3815.77";"6571.58"
"E";"2020-07-17";"218.5045";"89.85";"-0.13";"871";"25.09";"206.41";"519.8";"243.1774";"3815.77";"6571.58"
"E";"2020-07-16";"218.8179";"89.98";"-0.15";"871";"25.12";"195.71";"564.8";"243.1774";"3815.77";"6571.58"
"E";"2020-07-15";"219.1868";"90.13";"-0.16";"871";"25.16";"216.4";"593.5";"243.1774";"3815.77";"6571.58"
"E";"2020-07-14";"219.5625";"90.29";"-0.13";"871";"25.21";"220.02";"533.2";"243.1774";"3815.77";"6571.58"
"E";"2020-07-13";"219.8505";"90.37";"0.12";"871";"25.24";"302.44";"11.4";"243.2915";"3815.77";"6571.58"
"E";"2020-07-12";"219.5607";"90.23";"0.22";"871";"25.21";"539.88";"1.1";"243.3315";"3816.41";"6572.51"
"E";"2020-07-11";"219.0347";"90.01";"0.14";"871";"25.15";"337.13";"4.3";"243.3315";"3816.41";"6572.51"
