# General
## Title
### Air Temperature
## Abstract
### ERA5
## Date
### 2023-02-01
## Date type
### Publication: Date identifies when the data was issued
## Unit
### K
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### ERA5 : reanalysis : Copernicus : C3S : C3S Energy : WEMC
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@wemcouncil.org
### Organisation name
#### World Energy & Meteorology Council
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
### NA
## Temporal extent
## Begin date
### 1979-01-01-0000
## End date
### 2022-12-31-2300
## Temporal resolution
### 1 day
## Geographic bounding box
### westBoundLongitude -22.00
### eastBoundLongitude 45.00
### southBoundLatitude 27.00
### northBoundLatitude 72.00
## Spatial resolution
### NUTS0
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are ECMWF ERA5 Reanalysis (available at: https://cds.climate.copernicus.eu)
#
Date,AL,AT,BA,BE,BG,CH,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IS,IT,LI,LT,LU,LV,ME,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,TR,UK
1979-01-11,278.8944733333334,268.7884741666667,276.09706250000005,273.801365,275.18529125000003,267.56675,284.4357816666666,270.6462791666666,272.6545195833333,272.1570675,270.39733583333333,280.52390166666663,282.04737583333343,263.70725749999997,275.5098075,276.16622291666664,274.3302170833333,274.59131291666665,258.11999000000003,276.9786075,,269.50995625,272.9186554166667,270.22586375000003,276.57744625000004,276.00517583333334,,274.18049708333336,260.64429291666664,271.15151249999997,283.05931625,273.9262791666667,276.49242499999997,261.77088041666667,273.0035829166667,271.6312120833334,271.1889204166667,273.4348425
1979-01-12,276.9038441666667,266.19069791666664,272.7609054166667,273.50204375000004,278.6958595833333,266.26893708333336,285.3751354166667,270.6235620833333,272.5079116666667,272.0408729166667,271.5623695833334,281.3448920833334,281.89752958333327,263.6700604166667,273.97270166666664,271.646845,271.26292041666665,272.29463624999994,254.88273,273.48785458333333,,272.18134958333326,272.87875750000006,272.4106433333333,274.37758958333336,275.43011125,,274.71276833333343,262.7301375000001,270.9166066666666,282.67566833333336,274.7513279166667,274.91105208333335,263.8821454166667,268.8883445833333,269.15781124999995,274.5134233333333,270.7441099999999
1979-01-13,273.5744541666666,265.93675749999994,269.19350000000003,272.7117241666667,274.6303716666667,265.12369166666673,285.21938541666674,270.0507266666667,271.57327833333335,269.92530208333324,273.82962125,277.8187504166666,280.52707791666666,268.69444708333333,271.97348875000006,269.52947125000003,269.73468041666666,272.9623270833334,261.20051291666664,271.44139125,,270.22477291666667,271.69873916666666,272.6603341666667,269.92741083333334,271.9406570833333,,274.00727333333333,262.81031333333334,268.11223791666674,280.73514333333327,272.87355916666667,272.4911625,265.8933554166666,266.4752545833333,266.55709,275.1290450000001,267.74315166666673
1979-01-14,269.80602791666666,266.29671416666673,268.9400866666666,268.2517691666667,271.0505008333334,263.1509025,285.05106583333344,270.09567666666663,270.84319875,269.44810958333335,273.1585475,273.92485375000007,279.50376958333334,271.25244625,270.3346525,270.2139608333334,271.7064945833334,280.6467520833334,268.88846000000007,270.2786191666666,,269.80967250000003,267.72806708333337,271.80547083333335,267.61973624999996,267.93578041666666,,272.10526666666664,261.93726125,268.6414516666667,281.32725625,270.62755541666667,271.29610291666665,264.6264616666666,266.27982124999994,268.57694250000003,274.65831083333336,272.70171791666667
1979-01-15,268.04142875,265.98915291666674,268.7745208333333,267.0921520833334,269.4007795833334,260.61220791666665,284.5837241666666,269.2225691666667,268.0743458333333,269.0843583333333,269.82378291666674,272.3054075,279.1401720833333,268.13959666666665,270.68087541666665,271.07715125,271.2304825,281.82693750000004,267.87049791666664,269.15695458333334,,271.20698250000004,264.95405875000006,269.7645129166667,267.17530625,267.4140891666667,,268.2781625,259.70646875000006,270.7718904166667,281.77142,268.32414,270.07726708333337,263.12220999999994,267.5970320833334,268.8986179166666,274.13049666666666,277.11645416666664
1979-01-16,266.1819308333333,265.0684558333334,267.2532745833333,264.80272625000003,268.2753095833333,259.1980766666666,282.5423200000001,269.5564108333333,267.66505041666665,267.4151145833334,265.4937525,272.0809045833334,278.3562766666667,266.5074729166667,269.3935816666667,270.26982208333334,268.63425208333337,278.30237958333333,264.58270208333323,268.8987683333333,,266.4021,264.13020125,265.48585666666673,264.69766666666663,265.20207291666674,,267.804905,263.49545083333334,270.5952520833334,280.8825987500001,265.09289625,267.66138166666667,263.44029541666663,267.6022204166667,268.0778254166667,273.5166687499999,276.56560249999995
1979-01-17,266.56827541666667,263.38887458333335,264.79767583333336,266.51503750000006,270.76736125,260.7848941666667,283.03200875,267.00764666666663,268.35811416666667,270.00533416666667,265.28016625000004,273.3203391666667,277.6078275,266.49036000000007,269.2951933333333,268.3302695833334,264.0301954166667,274.1499733333334,269.9470658333333,269.4179033333333,,266.6661045833334,265.25866833333333,265.6763883333333,262.8005283333334,265.8704675,,268.32689833333336,266.23400250000003,268.3917108333334,279.71790124999995,265.959145,265.8926329166666,264.85772541666665,266.2322508333333,263.4773470833333,275.1391125,273.54115916666666
1979-01-18,269.39923,261.05502791666663,265.9857833333333,267.85647083333333,271.72872125000004,260.62515083333335,284.02795541666666,263.71014375,266.85936375,271.35612083333336,261.54704250000003,275.102825,279.6611841666667,264.045315,272.19905874999995,267.92161708333333,264.9305758333333,275.93992499999996,271.43532833333336,269.48106041666665,,265.38007250000004,267.5753416666667,263.76212833333335,264.87233291666666,268.72055374999997,,270.11551541666665,267.77630500000004,267.99221166666666,282.4635758333333,268.5241375,268.3098258333333,264.12412250000006,266.04711541666666,263.39002999999997,276.55726541666667,274.07306
1979-01-19,269.00467541666666,261.4940354166667,266.23130125,270.80060083333336,269.9345304166667,263.43228958333333,283.18552291666674,264.97733375,267.2157045833333,271.39785166666667,260.28288083333325,274.5572766666666,281.9921795833333,265.90857124999997,276.08201791666676,266.1983058333333,266.5213566666667,274.49935666666664,268.39525499999996,270.712955,,264.0440866666667,268.6358125,262.4378854166667,266.49923000000007,268.7704829166667,,269.77080333333333,266.9738195833333,267.5050020833333,281.9888191666667,268.6848954166667,268.93963750000006,265.1427912500001,264.44260041666666,265.21348958333334,275.2060779166667,273.5677129166667
1979-01-20,270.06444333333326,263.96963374999996,266.84488791666666,272.7052425,270.2128845833334,268.03801416666676,282.8325141666667,265.16611041666664,267.59998,270.7118229166667,263.4293270833333,275.0867270833333,278.89059125000006,265.13813666666664,277.1210375,267.56545291666674,266.78656374999997,275.36152250000004,268.9438895833333,273.6758,,260.9090595833334,270.5386370833333,260.1827691666667,268.35013333333336,269.2129116666667,,270.1124975,264.50736125,265.71866375,278.9147004166667,269.01440958333336,269.9279208333333,264.41561583333333,265.1987725000001,265.78151875000003,272.8791266666667,275.17859458333334
1979-01-21,271.4820183333333,268.54264875,271.29929875,273.9125754166667,270.27693458333334,269.6179941666667,282.5420116666667,266.5909654166666,267.6742429166667,270.23643749999997,263.69241833333325,275.65138041666665,279.3541841666667,260.2208683333334,275.82329375,272.3006516666667,268.92954791666665,276.72744958333334,265.3279358333333,275.6309483333333,,261.2664929166667,273.32168833333327,263.84340125,270.1227529166667,270.77731291666663,,270.33467708333336,265.0940145833334,262.8567816666667,281.0546416666667,268.40140791666664,270.1438720833333,264.3125429166667,269.51400166666673,267.9813345833334,271.5953933333334,274.0086116666667
1979-01-22,273.86263374999993,269.2218445833334,273.92302125,271.75790291666664,268.53604583333333,269.9320208333333,281.9248220833333,268.58437958333326,267.3712933333333,267.2210029166666,260.05638791666667,276.6987741666667,281.55289250000004,262.32740333333334,277.37247500000007,274.82851666666664,271.28583083333336,275.59599625000004,264.64336499999996,277.62902375,,259.21079416666663,271.55485000000004,258.8317320833334,272.596285,272.30666333333335,,267.31072291666663,264.62467125000006,264.91175333333337,281.72491125,267.0357670833333,271.8091904166667,264.42394583333333,273.4024529166667,268.68629000000004,271.2142020833333,273.0005970833333
1979-01-23,276.1878225,270.8831608333334,276.4545445833333,273.53051124999996,271.58725875,271.9980275,281.82506291666664,270.2161183333333,271.52826958333327,268.52214250000003,258.7807795833333,277.7469379166668,280.98920875000005,257.5633020833332,278.7619466666667,277.5666016666666,273.31730208333335,274.35537333333326,267.02397,278.8129241666667,,259.8897416666667,274.7001345833333,257.5810870833333,275.41751500000004,274.31800458333333,,269.9198016666666,263.0267125,266.16303124999996,280.11596958333337,270.76044375000004,274.71131916666667,263.1824595833333,275.57303125000004,270.2428216666667,269.90444041666666,272.3521720833333
1979-01-24,278.30216583333333,271.89606875000004,277.28499875,272.4051854166666,274.8222675,270.77759541666666,282.7478958333333,273.0168204166666,272.25752458333335,268.4933379166667,260.93577666666664,279.9397125,279.911855,254.7854725,274.9371925,278.5358908333334,274.73082500000004,275.06510125000005,264.83730458333343,279.32355249999995,,265.4270395833333,272.10396791666665,263.5326845833334,276.9385170833334,276.3611970833333,,272.7026575,261.2796512500001,271.23067375,281.85733583333325,272.86606125,276.46824791666666,261.9346554166667,275.17307166666666,271.6253995833334,271.24347416666666,272.40639708333333
1979-01-25,279.86398958333336,269.19329375,276.2619558333334,271.3832420833333,276.89165166666675,266.08033499999993,284.03447958333334,269.2116283333333,270.3453820833334,271.05787749999996,267.73060833333335,282.0802816666666,280.68411166666675,253.87876541666665,272.6209375,276.2722816666667,274.2034791666666,274.55155541666664,264.3082054166667,278.59574125,,269.6677991666666,269.80040375000004,269.3159204166666,277.8373625,278.3985179166668,,273.4496087500001,257.2850591666667,269.57697125,282.5410050000001,274.6413925,276.6120275,255.80838583333332,273.4567804166667,271.64339083333334,274.33314791666663,272.4749054166667
1979-01-26,280.2219487500001,267.90756458333334,276.06095375,272.6159104166666,278.81118083333337,266.9398945833334,285.1700799999999,267.61671416666667,270.415685,269.0801020833334,268.61538291666676,283.3040833333334,281.67643125,254.39372458333332,274.99211708333337,275.39796,273.785005,273.94389291666675,261.77527791666665,277.8299620833333,,267.9284441666667,270.4278054166667,268.5462795833333,277.5482995833334,279.5443854166666,,273.08908875000003,252.18579833333328,268.41381625,283.43222,274.7937020833333,275.9807125,251.84355041666666,272.74911125,271.8869783333334,276.0069241666667,270.4382895833333
1979-01-27,279.72710375,270.2521533333333,278.81563666666665,271.7096625,277.8885712499999,270.4766645833333,285.59824166666664,271.75416208333337,271.60376958333336,268.22969083333345,269.11112458333326,282.1382458333333,282.16234333333335,258.3905054166666,275.86698541666664,280.2349116666667,276.3737866666667,272.27108625000005,260.77554625000005,280.0985091666667,,270.16063833333334,271.1552770833333,269.8182366666666,277.84220875,277.9473883333333,,270.5892620833333,251.7602366666667,271.114035,282.96926291666665,274.26357874999997,277.27561625,250.20895875,277.30831083333334,273.64998,276.15267,268.5321579166667
1979-01-28,280.7697508333334,274.54440875000006,284.1525270833333,269.2211579166667,278.09241375000005,271.71734875,285.0617604166667,274.02174375,271.04738041666667,269.095345,264.72714666666667,282.0551745833333,278.9206841666667,253.59064208333336,274.55523708333334,285.12864874999997,281.92701208333335,275.48337333333336,260.5094095833333,282.4175108333334,,268.6344125,270.6334170833333,267.71475791666666,280.4328558333333,278.08199958333336,,267.25322,255.70092375000002,272.9440712499999,279.17216625,275.82503708333337,281.3704841666667,252.36859291666667,281.2241016666666,277.21059916666667,276.86901125,270.6536283333333
1979-01-29,282.66380666666674,272.49285833333346,282.0703666666667,273.6910033333333,281.76630500000005,270.7363829166667,284.8302429166667,272.1854658333333,271.64197666666666,269.97683708333335,261.0838704166666,284.6298658333333,278.0529579166666,255.214915,276.25026750000006,281.05013708333337,279.45931666666667,275.4689829166667,262.5035199999999,280.74637541666675,,266.26582833333333,273.01884916666666,263.9489008333333,280.2614166666667,281.28411708333334,,272.3890866666666,258.44475875,270.7570304166667,280.29541666666665,278.249215,282.5501620833334,257.029675,276.13292458333336,274.88533375000003,277.68833375,273.5528783333334
1979-01-30,279.36293416666666,270.7836545833333,276.80316958333333,274.73346083333325,281.40122333333335,269.1911462499999,285.5822395833334,271.8409416666666,273.18065,269.3222358333333,263.1413629166667,283.30189041666665,277.8877083333333,256.18216458333325,275.9682562499999,277.3495529166667,275.3351195833334,276.02128291666673,261.5571829166666,278.3313175,,269.1714070833333,274.09064708333335,265.6826966666667,276.12908749999997,278.94809333333336,,274.57360333333327,257.2241129166667,270.15144875,279.82979624999996,276.54064708333345,277.73636375000007,256.6314354166667,274.3889033333333,271.80225125,278.80209625,273.61786625
1979-01-31,276.90055499999994,270.02559,274.2981954166666,274.55823375000006,278.10345666666666,267.23253625000007,285.70813041666673,272.3707841666667,272.92779,269.48089708333333,267.4666020833333,280.85952625,276.9619925,257.7074745833334,274.96868041666664,275.5139120833334,273.95693375,277.7091949999999,255.42958750000005,276.36503375,,269.65999833333336,273.56234916666665,268.9240295833333,274.09512958333335,276.5414125,,275.01001041666666,257.2351891666667,270.8307870833333,278.9483112500001,273.92744625,276.1049825,258.30029375,273.4491104166667,270.75677958333335,278.88235291666666,275.51902791666663
1979-02-01,274.59809041666676,269.3382620833334,273.03800458333336,274.8851025000001,274.8155833333333,266.7640108333333,285.63686333333334,272.58338375,273.79211833333335,274.1932391666667,268.0619583333334,278.61313666666666,279.20995124999996,261.9920358333334,276.31545208333335,275.47681624999996,274.7388533333333,276.4559625,256.96641791666667,275.5393520833333,,269.1343358333333,273.11352,269.10767791666666,270.6965983333333,274.01801625,,275.263205,260.65261916666674,272.72282375000003,282.9962758333334,272.82110624999996,274.59007125,261.6714816666667,272.7769808333333,270.71138458333337,277.62706,274.87646875
1979-02-02,275.17201833333337,272.16547041666666,277.2644204166667,275.73466249999996,274.99373875,271.8860175,283.84041666666667,274.3946133333333,274.95655958333333,272.32467791666664,271.72173125,277.88105958333335,283.06900791666675,265.3906062500001,280.0071658333333,280.32717,278.267505,273.16419166666674,257.55719791666667,278.35568083333334,,272.90341916666665,276.045855,272.21943208333334,273.02806625,273.50818083333337,,274.63907500000005,260.94950250000005,273.93464291666675,285.47686375,273.0353433333333,276.42021166666666,262.91363583333333,277.40590583333335,273.35350999999997,273.40470833333336,272.57128000000006
1979-02-03,279.5962208333334,273.57331458333334,279.3027854166667,272.9303016666666,278.39850375,272.17198333333334,283.0709279166667,272.1590970833334,272.7890279166666,273.55102250000004,270.0124966666667,281.5312570833333,283.1458570833334,264.97121708333333,277.62606249999993,281.03789374999997,278.3938641666666,275.11913583333336,261.92010750000003,279.58165499999996,,271.9399291666667,270.2479425,271.3421108333334,277.02346041666664,277.5298937499999,,275.06260416666674,261.1269145833333,272.0297970833333,284.07841625,275.99009666666666,278.87313,261.47876125,277.59611125,273.9710979166667,273.04885625,274.2929666666667
1979-02-04,280.1712254166667,273.1421591666667,278.6229641666667,273.10938625,279.7553125,272.30206333333336,283.95124416666664,271.2540995833333,272.935835,272.04004,269.5844816666667,283.22819250000003,283.7180175,261.62069,278.5871691666666,279.4647704166667,276.83984375000006,276.41627124999997,262.63315833333337,280.05467000000004,,270.36899750000003,271.575385,269.8563362500001,277.19886833333334,278.97872624999997,,274.4658283333333,260.18696625,271.5378720833333,285.8070241666666,276.01754750000003,279.21797666666663,258.0497595833333,276.3452883333334,272.1371983333333,275.51950541666673,272.94668416666667
1979-02-05,280.6059841666667,273.3919529166667,279.14732666666663,273.2057920833334,280.05800875000006,272.72804749999995,284.4486416666667,271.98840333333334,272.42408041666664,271.74052291666663,264.37613458333345,283.50201625000005,285.5138083333333,256.39427416666666,280.63448666666676,280.151625,276.78553416666665,276.5791125,267.65845750000005,280.2358091666667,,269.04085124999995,274.06156125,268.6919291666666,277.61650583333335,279.89260458333337,,271.6526925,260.8312245833334,269.18535916666673,286.09747375000006,276.3724408333333,279.84867333333335,256.94350208333327,277.0181666666667,272.01427041666676,277.08368708333336,272.4735833333334
1979-02-06,279.95199,271.9219804166666,276.77053250000006,271.49885166666667,279.2480208333333,271.75166375,284.9998679166667,270.7094816666667,270.778695,269.64159291666664,262.84590541666665,282.6452958333334,285.29778625,253.30416291666666,279.29653875,278.2161758333333,275.73604000000006,277.6148133333334,261.71627958333335,279.9471379166667,,267.54293583333333,271.24780499999997,267.7950220833333,276.49390624999995,279.2255070833333,,270.68628041666665,260.62014958333333,268.7470008333333,285.87754125,275.9193016666666,277.7854991666667,256.8485625,275.8149333333334,271.80707916666665,277.9877645833333,272.06050166666677
1979-02-07,277.4624104166666,269.5973654166666,273.43072749999993,275.77733875,275.13399375,271.98381541666674,284.5070020833333,268.58657166666666,271.2820570833333,268.61519333333337,262.73173333333324,280.63543833333335,284.3043558333334,258.5652016666667,281.34802541666664,274.3286033333334,272.33163125000004,275.7349104166667,259.7243329166667,278.6595820833333,,268.04317541666666,274.66710166666667,266.1908804166667,273.09241,275.6271770833334,,272.73875833333335,263.89631041666667,268.5722283333334,285.35198833333334,270.9057137500001,273.1919770833333,263.1287416666667,272.22073291666675,267.54897416666665,277.68479625000003,273.46789833333327
1979-02-08,276.5427945833333,272.2906916666667,275.3099870833333,274.4261754166667,273.2128975,273.3096908333333,284.9581937500001,271.89695916666665,273.17947583333336,269.75016208333335,265.2937583333333,278.55137125000005,284.50780791666665,263.98199458333335,279.76050458333333,276.21304291666667,273.9933854166667,274.9427316666667,268.4657808333333,278.70591083333335,,266.8966991666667,273.9633566666666,265.54697124999996,273.91902291666673,274.8945483333334,,273.78398208333334,262.64566083333335,269.7384058333334,285.93137333333334,270.2374741666667,273.81426375000007,262.94458625000004,274.3460204166667,269.70012291666666,277.0938175,272.15656624999997
1979-02-09,277.22601833333334,271.530485,275.9567329166667,273.03967666666665,275.00076416666667,273.2422745833333,284.28214124999994,268.68687958333334,270.15681083333334,271.3321908333333,265.26919749999996,279.23507666666666,284.6518420833334,260.37159625000004,281.11099333333334,276.8322908333333,274.37553124999994,276.09363625,267.8002395833334,279.3591166666666,,269.18238875000003,272.28220916666663,267.99334791666666,274.67111625,275.6796391666667,,271.21515416666665,262.6369283333333,269.52740916666664,284.7441870833333,271.99052375,275.3033654166666,262.1413420833333,274.50063083333333,269.82591625000003,277.6245929166667,272.7552879166667
1979-02-10,281.96464875,271.97037499999993,279.93318375,273.17451833333337,277.34628708333327,273.7565604166667,285.62576583333333,267.62841499999996,269.82762750000006,265.74465625,264.55907916666666,282.1261,283.45780375000004,255.9353979166667,281.2930391666667,279.3691075000001,274.59647874999996,275.1567975000001,267.1827841666667,281.3923137499999,,268.7248591666667,272.7636154166667,267.55444083333333,278.4274854166667,278.84160625000004,,271.1359079166667,263.52685750000006,266.97291333333334,284.29044875,273.48046124999996,279.20206083333335,263.66906458333335,275.5898591666667,270.5201629166666,278.0822666666667,273.8114070833334
1979-02-11,283.40014541666665,271.0665437500001,278.0715933333334,274.18915291666667,278.51761999999997,273.08157250000005,286.41772708333326,267.9940066666667,270.12248375,266.3036329166667,257.4731229166667,285.08097083333337,282.05549875,250.62676375,280.886495,276.3664816666667,272.2966375000001,275.9413720833333,266.6383295833333,281.6323058333334,,266.17723874999996,273.1975195833333,262.64636666666667,279.42496375000013,280.63527750000003,,271.99677333333335,261.68322000000006,264.7408004166667,282.9853075,273.1990216666667,277.57929041666665,262.19893500000006,273.1921304166667,268.37474541666666,279.20785833333326,274.2696716666666
1979-02-12,285.5710895833334,272.4853125,280.3815554166667,278.2235829166667,279.2730154166667,274.3460687500001,287.10954666666663,272.17980124999997,272.86665624999995,269.1261945833334,264.71000291666667,285.63432708333335,280.9818829166667,249.5830291666667,281.2979654166667,277.91928208333326,275.72501500000004,275.72462708333336,265.7013058333334,281.85080791666667,,263.78258375,277.04799125000005,265.2088383333334,282.6412670833333,281.9734729166667,,274.0131058333333,259.6304925,267.53786125000005,283.2966583333333,274.62390124999996,279.67579666666666,260.35599833333333,273.61882791666665,272.42828625,280.06293875,273.907205
1979-02-13,282.76262958333336,274.10458166666666,278.8599266666667,279.81271083333326,283.71471583333334,274.03725374999993,287.6913429166667,274.43818375,274.25507625,268.3270279166666,256.23882583333335,285.7445225,280.50049958333335,245.96853666666667,280.51749541666663,278.19418875,276.9121404166667,276.12857,264.8090729166667,280.89833791666666,,261.15508000000005,278.5914466666666,260.26150666666666,279.3160466666667,282.96064541666664,,276.05980416666665,256.87947916666667,268.82281041666664,283.1168629166667,277.38512166666663,280.16508375,254.16058124999998,276.05739000000005,274.3506070833333,281.83619374999995,275.09333541666666
